14	3	0.25	23	20
14	3	0.5	21	20
14	3	1	19	20
14	3	2	18	20
14	3	5	17	20
14	3	15	16	20
14	3	30	16	20
14	3	60	15	20
14	3	250	14	20
14	3	1440	13	21
15	1	0.25	39	20
15	1	0.5	36	20
15	1	1	34	20
15	1	2	33	20
15	1	5	32	20
15	1	15	30	20
15	1	30	29	20
15	1	60	28	20
15	1	250	26	20
15	1	1440	24	20
15	2	0.25	38	21
15	2	0.5	38	21
15	2	1	37	21
15	2	2	37	21
15	2	5	37	21
15	2	15	37	21
15	2	30	37	21
15	2	60	36	21
15	2	250	36	21
15	2	1440	32	21
15	3	0.25	38	20
15	3	0.5	34	20
15	3	1	32	20
15	3	2	31	20
15	3	5	30	20
15	3	15	28	20
15	3	30	27	20
15	3	60	26	20
15	3	250	24	20
15	3	1440	19	20
15	4	0.25	45	20.5
15	4	0.5	42	20.5
15	4	1	40	20.5
15	4	2	39	20.5
15	4	5	38	20.5
15	4	15	38	20.5
15	4	30	37.5	20.5
15	4	60	37	20.5
11	2	0.25	31	20.5
11	2	0.5	29	20.5
11	2	1	26	20.5
11	2	2	25	20.5
11	2	5	23	20
11	2	15	21	20.5
11	2	30	20	20.5
11	2	60	19	20.5
11	2	250	16	20
12	1	0.25	20	21
12	1	0.5	16	21
12	1	1	14	21
12	1	2	12	21
12	1	5	11	21
12	1	15	10	21
12	1	30	8	21
12	1	60	7	21
12	1	250	6	21
12	1	500	5	21
12	2	0.25	40	21
12	2	0.5	35	21
12	2	1	31	21
12	2	2	28	21
12	2	5	24	21
12	2	15	21	21
12	2	30	18	21
12	2	60	16	21
12	2	250	14	21
12	2	1440	12	20
13	1	0.25	27	20
13	1	0.5	25	20
13	1	1	23	20
13	1	2	22	20
13	1	5	21	20
13	1	15	20.5	20
13	1	30	20	20
13	1	60	20	20
13	1	250	19.5	20
13	1	1440	19	20
13	2	0.25	40	20
13	2	0.5	37	20
13	2	1	34	20
13	2	2	32	20
13	2	5	30	20
13	2	15	28	20
13	2	30	26	20
13	2	60	24	20
13	2	250	22	20
14	1	0.25	15	20
14	1	0.5	14	20
14	1	1	13	20
14	1	2	13	20
14	1	5	13	20
14	1	15	13	20
14	1	30	13	20
14	1	60	12.5	20
14	1	250	12	20
14	1	1440	11	21
14	2	0.25	25	20
14	2	0.5	24	20
14	2	1	23	20
14	2	2	22	20
14	2	5	22	20
14	2	15	21	20
14	2	30	20	20
14	2	60	19	20
14	2	250	18	20
11	1	0.25	30	21
11	1	0.5	28	21
11	1	1	26	21
11	1	2	25	21
11	1	5	23	21
11	1	15	21	21
11	1	30	20	21
11	1	60	18	21
11	1	250	15	21
11	1	1440	14	20
11	2	500	15	20
11	2	1440	14.5	20
12	1	1440	4.5	21
13	2	1440	19	20
14	2	1440	16	21
15	2	2880	31	21
15	2	5760	29	20
15	2	8640	28	21
15	2	12960	26	20
15	2	21600	25	21
15	2	31680	23	20
15	4	250	35	21
15	4	1440	31	21
15	4	2880	29	20.5
15	4	5760	27	20.5
15	4	8640	25	21
15	4	12960	23	20
15	4	21600	21	20
