11	1	44.44	85.65	44.44
11	2	100.14	161.85	100.14
11	3	75.43	111.88	75.43
11	4	80.38	118.36	80.38
12	1	100.11	100.11	100.11
12	2	44.44	83.54	44.44
13	1	79.96	132.85	79.96
13	2	80.37	103.6	80.37
14	1	75.43	128.68	75.43
14	2	26.48	53.8	26.48
14	3	79.94	129.67	79.94
15	1	24.21	54	24.21
15	2	27.9	43.99	27.9
15	3	32.1	48.97	32.1
15	4	27.37	53.75	27.37
